showRange,movieNm,rank,movieCd,openDt,audiAcc,poster_url,genres,head,description
20191111~20191117,블랙머니,1,20195002,2019-11-13,1050331,https://ssl.pstatic.net/imgmovie/mdi/mit110/1890/189053_P108_105429.jpg,"범죄,드라마","고발은 의무! 수사는 직진!
할말은 하고 깔 건 깐다!","일명 서울지검 ‘막프로’! 검찰 내에서 거침없이 막 나가는 문제적 검사로  이름을 날리는 ‘양민혁’은 자신이 조사를 담당한 피의자가 자살하는 사건으로 인해  하루 아침에 벼랑 끝에 내몰린다. 억울한 누명을 벗기 위해 내막을 파헤치던 그는  피의자가 대한은행 헐값 매각사건의 중요 증인이었음을 알게 된다.   근거는 의문의 팩스 5장! 자산가치 70조 은행이 1조 7천억원에 넘어간  희대의 사건 앞에서 ‘양민혁’ 검사는 금융감독원, 대형 로펌, 해외펀드 회사가 뒤얽힌  거대한 금융 비리의 실체와 마주하게 되는데…   대한민국 최대의 금융스캔들, 사건은 아직 끝나지 않았다!"
20191111~20191117,신의 한 수: 귀수편,2,20181434,2019-11-07,1838583,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179159_P50_104524.jpg,"범죄,액션","“세상은 둘 중 하나야
놀이터가 되던가, 생지옥이 되던가”",바둑으로 모든 것을 잃은 아이 ‘귀수’ 유일하게 기대던 스승 허일도마저 잃고 홀로 살아남아 세상을 향한 복수를 계획한다. 운명의 선택은 神의 놀음판에 있다! 자신을 사지로 내몬 냉혹한 내기바둑판으로 뛰어든 귀수(권상우)는 전국을 돌아다니며 귀신 같이 바둑을 두는 자들과 대결을 펼치는데…  사활을 건 대결! 신의 한 수를 다시 두시겠습니까?
20191111~20191117,82년생 김지영,3,20191029,2019-10-23,3491860,https://ssl.pstatic.net/imgmovie/mdi/mit110/1794/179482_P26_155441.jpg,드라마,,"1982년 봄에 태어나 누군가의 딸이자 아내, 동료이자 엄마로 2019년 오늘을 살아가는 ‘지영’(정유미). 때론 어딘가 갇힌 듯 답답하기도 하지만 남편 ‘대현’(공유)과 사랑스러운 딸, 그리고 자주 만나지 못해도 항상 든든한 가족들이 ‘지영’에겐 큰 힘이다.  하지만 언젠가부터 마치 다른 사람이 된 것처럼 말하는 ‘지영’. ‘대현’은 아내가 상처 입을까 두려워 그 사실을 털어놓지 못하고 ‘지영’은 이런 ‘대현’에게 언제나 “괜찮다”라며 웃어 보이기만 하는데…  모두가 알지만 아무도 몰랐던 당신과 나의 이야기"
20191111~20191117,터미네이터: 다크 페이트,4,20192083,2019-10-30,2310267,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167605_P40_140111.jpg,"액션,어드벤처,SF","심판의 날 그 후, 모든 것이 다시 시작된다!","심판의 날 그 후, 뒤바뀐 미래  새로운 인류의 희망 ‘대니’(나탈리아 레이즈)를 지키기 위해 슈퍼 솔져 ‘그레이스’(맥켄지 데이비스)가 미래에서 찾아오고, ‘대니’를 제거하기 위한 터미네이터 ‘Rev-9’(가브리엘 루나)의 추격이 시작된다.   최첨단 기술력으로 무장한 최강의 적 터미네이터 ‘Rev-9’의 무차별적인 공격에 쫓기기 시작하던 ‘그레이스’와 ‘대니’ 앞에 터미네이터 헌터 ‘사라 코너’(린다 해밀턴)가 나타나 도움을 준다.   인류의 수호자이자 기계로 강화된 슈퍼 솔져 ‘그레이스’와 ‘사라 코너’는 ‘대니’를 지키기 위해  새로운 조력자를 찾아 나서고, 터미네이터 ‘Rev-9’은 그들의 뒤를 끈질기게 추격하는데...  더 이상 정해진 미래는 없다  지키려는 자 VS 제거하려는 자, 새로운 운명이 격돌한다!"
20191111~20191117,엔젤 해즈 폴른,5,20197721,2019-11-13,126377,https://ssl.pstatic.net/imgmovie/mdi/mit110/1638/163831_P26_144440.jpg,"액션,스릴러",이번에는 영웅이 무너진다!,"비밀 경호국 최고 요원 ‘배닝’(제라드 버틀러)의 임무수행 중
 '트럼불' 대통령(모건 프리먼)을 향한 의문의 사상 최대 규모의 드론 테러가 발생한다.
 최악의 드론 테러 사건 후 '배닝'은 대통령 암살사건의 테러범으로 지목되고
 국가 영웅은 한순간에 일급 수배자가 되어 FBI에게 쫓기게 되는데...
 
 표적이 된 그가 다시 움직인다!
 숨막히는 추격! 모두가 그를 쫓는다!"
20191111~20191117,아담스 패밀리,6,20197279,2019-11-07,319305,https://ssl.pstatic.net/imgmovie/mdi/mit110/1843/184357_P12_104437.jpg,"애니메이션,코미디,가족","평범함은 거절한다!
세상에서 가장 무섭고 사랑스러운 가족 어드벤처!","언제나 쿨한 괴짜 엄마 ‘모티시아’부터
 사고치는 아이들이 자랑스러운 아빠 ‘고메즈’,
 부모님이 모르는 많은 걸 가진 소녀 ‘웬즈데이’,
 폭발물 실험이 취미인 막내 ‘퍽슬리’까지!
 평범치 않은 ‘아담스 패밀리’가 평범한 동네에 나타났다.
 지금껏 본 적 없는 가족의 등장에 마을 사람들은
 ‘아담스 패밀리’를 괴물로 몰아가기 시작하는데…"
20191111~20191117,좀비랜드: 더블 탭,7,20198421,2019-11-13,104508,https://ssl.pstatic.net/imgmovie/mdi/mit110/0744/74407_P21_112828.jpg,"액션,코미디,공포(호러)",,"좀비로 세상이 망한지 10년,
 자신들만의 재능을 발휘하고 생존 규칙을 지키며
 여전히 꿋꿋하게 살아가고 있는 희한한 가족
 탤러해시, 콜럼버스, 위치타, 리틀록.
 
 하지만 ‘좀비랜드’에 더욱 진화한 좀비가 나타나고
 이들은 새로운 인간 생존자들과 함께 사투를 시작하는데…"
20191111~20191117,날씨의 아이,8,20190280,2019-10-30,612012,https://ssl.pstatic.net/imgmovie/mdi/mit110/1811/181114_P00_152033.jpg,"애니메이션,판타지,멜로/로맨스","“이제 비는 그치고, 우리의 세상이 빛나기 시작할 거야”","비가 그치지 않던 어느 여름날,
 가출 소년 ‘호다카’는 수상한 잡지사에 취직하게 되고
 비밀스러운 소녀 ‘히나’를 우연히 만난다.
 
 “지금부터 하늘이 맑아질 거야”
 
 그녀의 기도에 거짓말 같이 빗줄기는 멈추고,
 사람들의 얼굴에 환한 빛이 내려온다.
 
 “신기해, 날씨 하나에 사람들의 감정이 이렇게나 움직이다니”
 
 하지만, 맑음 뒤 흐림이 찾아오듯
 두 사람은 엄청난 세계의 비밀을 마주하게 되는데…
 
 흐리기만 했던 세상이 빛나기 시작했고, 그 끝에는 네가 있었다."
20191111~20191117,윤희에게,9,20196284,2019-11-14,34608,https://ssl.pstatic.net/imgmovie/mdi/mit110/1823/182387_P37_144748.jpg,멜로/로맨스,"다시 날 가슴 뛰게 만든 그 말
""윤희에게, 잘 지내니?""","평범한 일상을 살아가던 '윤희' 앞으로 도착한 한 통의 편지. 편지를 몰래 읽어본 딸 '새봄'은 편지의 내용을 숨긴 채 발신인이 살고 있는 곳으로 여행을 제안하고, '윤희'는 비밀스러웠던 첫사랑의 기억으로 가슴이 뛴다. '새봄'과 함께 여행을 떠난 ‘윤희’는 끝없이 눈이 내리는 그곳에서 첫사랑을 만날지도 모른다는 기대를 품는데…"
20191111~20191117,조커,10,20199950,2019-10-02,5239867,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167613_P09_182225.jpg,"액션,드라마,스릴러","“내 인생이 비극인줄 알았는데, 코미디였어”","고담시의 광대 아서 플렉은 코미디언을 꿈꾸는 남자.
 하지만 모두가 미쳐가는 코미디 같은 세상에서
 맨 정신으로는 그가 설 자리가 없음을 깨닫게 되는데…
 이제껏 본 적 없는 진짜 ‘조커’를 만나라!"
20191104~20191110,신의 한 수: 귀수편,1,20181434,2019-11-07,1070972,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179159_P50_104524.jpg,"범죄,액션","“세상은 둘 중 하나야
놀이터가 되던가, 생지옥이 되던가”",바둑으로 모든 것을 잃은 아이 ‘귀수’ 유일하게 기대던 스승 허일도마저 잃고 홀로 살아남아 세상을 향한 복수를 계획한다. 운명의 선택은 神의 놀음판에 있다! 자신을 사지로 내몬 냉혹한 내기바둑판으로 뛰어든 귀수(권상우)는 전국을 돌아다니며 귀신 같이 바둑을 두는 자들과 대결을 펼치는데…  사활을 건 대결! 신의 한 수를 다시 두시겠습니까?
20191104~20191110,터미네이터: 다크 페이트,2,20192083,2019-10-30,2060361,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167605_P40_140111.jpg,"액션,어드벤처,SF","심판의 날 그 후, 모든 것이 다시 시작된다!","심판의 날 그 후, 뒤바뀐 미래  새로운 인류의 희망 ‘대니’(나탈리아 레이즈)를 지키기 위해 슈퍼 솔져 ‘그레이스’(맥켄지 데이비스)가 미래에서 찾아오고, ‘대니’를 제거하기 위한 터미네이터 ‘Rev-9’(가브리엘 루나)의 추격이 시작된다.   최첨단 기술력으로 무장한 최강의 적 터미네이터 ‘Rev-9’의 무차별적인 공격에 쫓기기 시작하던 ‘그레이스’와 ‘대니’ 앞에 터미네이터 헌터 ‘사라 코너’(린다 해밀턴)가 나타나 도움을 준다.   인류의 수호자이자 기계로 강화된 슈퍼 솔져 ‘그레이스’와 ‘사라 코너’는 ‘대니’를 지키기 위해  새로운 조력자를 찾아 나서고, 터미네이터 ‘Rev-9’은 그들의 뒤를 끈질기게 추격하는데...  더 이상 정해진 미래는 없다  지키려는 자 VS 제거하려는 자, 새로운 운명이 격돌한다!"
20191104~20191110,82년생 김지영,3,20191029,2019-10-23,3174028,https://ssl.pstatic.net/imgmovie/mdi/mit110/1794/179482_P26_155441.jpg,드라마,,"1982년 봄에 태어나 누군가의 딸이자 아내, 동료이자 엄마로 2019년 오늘을 살아가는 ‘지영’(정유미). 때론 어딘가 갇힌 듯 답답하기도 하지만 남편 ‘대현’(공유)과 사랑스러운 딸, 그리고 자주 만나지 못해도 항상 든든한 가족들이 ‘지영’에겐 큰 힘이다.  하지만 언젠가부터 마치 다른 사람이 된 것처럼 말하는 ‘지영’. ‘대현’은 아내가 상처 입을까 두려워 그 사실을 털어놓지 못하고 ‘지영’은 이런 ‘대현’에게 언제나 “괜찮다”라며 웃어 보이기만 하는데…  모두가 알지만 아무도 몰랐던 당신과 나의 이야기"
20191104~20191110,아담스 패밀리,4,20197279,2019-11-07,209769,https://ssl.pstatic.net/imgmovie/mdi/mit110/1843/184357_P12_104437.jpg,"애니메이션,코미디,가족","평범함은 거절한다!
세상에서 가장 무섭고 사랑스러운 가족 어드벤처!","언제나 쿨한 괴짜 엄마 ‘모티시아’부터
 사고치는 아이들이 자랑스러운 아빠 ‘고메즈’,
 부모님이 모르는 많은 걸 가진 소녀 ‘웬즈데이’,
 폭발물 실험이 취미인 막내 ‘퍽슬리’까지!
 평범치 않은 ‘아담스 패밀리’가 평범한 동네에 나타났다.
 지금껏 본 적 없는 가족의 등장에 마을 사람들은
 ‘아담스 패밀리’를 괴물로 몰아가기 시작하는데…"
20191104~20191110,날씨의 아이,5,20190280,2019-10-30,520369,https://ssl.pstatic.net/imgmovie/mdi/mit110/1811/181114_P00_152033.jpg,"애니메이션,판타지,멜로/로맨스","“이제 비는 그치고, 우리의 세상이 빛나기 시작할 거야”","비가 그치지 않던 어느 여름날,
 가출 소년 ‘호다카’는 수상한 잡지사에 취직하게 되고
 비밀스러운 소녀 ‘히나’를 우연히 만난다.
 
 “지금부터 하늘이 맑아질 거야”
 
 그녀의 기도에 거짓말 같이 빗줄기는 멈추고,
 사람들의 얼굴에 환한 빛이 내려온다.
 
 “신기해, 날씨 하나에 사람들의 감정이 이렇게나 움직이다니”
 
 하지만, 맑음 뒤 흐림이 찾아오듯
 두 사람은 엄청난 세계의 비밀을 마주하게 되는데…
 
 흐리기만 했던 세상이 빛나기 시작했고, 그 끝에는 네가 있었다."
20191104~20191110,말레피센트 2,6,20191589,2019-10-17,1432023,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167635_P27_100146.jpg,"어드벤처,가족,판타지","동화는 끝났다!
두 세계의 운명을 건 가장 사악한 전쟁이 시작된다!","강력한 어둠의 지배자이자 무어스 숲의 수호자 ‘말레피센트’는 딸처럼 돌봐온 ‘오로라’와 ‘필립 왕자’의 결혼 약속으로 인간 세계의 ‘잉그리스 왕비’와 대립하게 된다.
 이에 요정과 인간의 오랜 연합이 깨지고 숨겨진 요정 종족 다크페이의 리더 ‘코널’까지 등장하면서 두 세계는 피할 수 없는 거대한 전쟁에 휘말리게 되는데….."
20191104~20191110,조커,7,20199950,2019-10-02,5223196,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167613_P09_182225.jpg,"액션,드라마,스릴러","“내 인생이 비극인줄 알았는데, 코미디였어”","고담시의 광대 아서 플렉은 코미디언을 꿈꾸는 남자.
 하지만 모두가 미쳐가는 코미디 같은 세상에서
 맨 정신으로는 그가 설 자리가 없음을 깨닫게 되는데…
 이제껏 본 적 없는 진짜 ‘조커’를 만나라!"
20191104~20191110,닥터 슬립,8,20193801,2019-11-07,46343,https://ssl.pstatic.net/imgmovie/mdi/mit110/1859/185912_P01_113117.jpg,스릴러,"가장 어두운 악을 깨우는 가장 빛나는 능력
샤이닝을 먹어라 vs 그들을 막아라","어린시절 아버지가 남긴 트라우마에서 벗어나지 못한 대니는 자신이 가진 샤이닝 능력으로 죽음을 앞둔 이들을 돕는 닥터 슬립으로 불리며 살고 있다. 
 우연히 누구보다 강력한 샤이닝 능력을 지닌 12살 소녀 아브라 스톤을 만나게 되면서, 샤이닝 능력자들을 먹고 영원한 생명을 이어나가는 트루 낫이라는 비밀조직과 맞서게 되는데…"
20191104~20191110,가장 보통의 연애,9,20195920,2019-10-02,2918537,https://ssl.pstatic.net/imgmovie/mdi/mit110/1822/182205_P35_110342.jpg,"멜로/로맨스,코미디",,"전 여친에 상처받은 ‘재훈’(김래원).  여느 때처럼 숙취로 시작한 아침,  모르는 번호의 누군가와 밤새 2시간이나 통화한 기록을 발견하게 되고   그 상대가 바로! 통성명한 지 24시간도 채 되지 않은 직장 동료 ‘선영’임을 알게 된다.   남친과 뒤끝 있는 이별 중인 ‘선영’(공효진).  새로운 회사로 출근한 첫날, 할 말 못 할 말 쏟아내며 남친과 헤어지던 현장에서 하필이면! 같은 직장의 ‘재훈’을 마주친다.  만난 지 하루 만에 일보다 서로의 연애사를 더 잘 알게 된 두 사람.  하지만 미묘한 긴장과 어색함도 잠시  ‘한심하다’, ‘어이없다’ 부딪히면서도 마음이 쓰이는 건 왜 그럴까?"
20191104~20191110,블랙머니,10,20195002,2019-11-13,32690,https://ssl.pstatic.net/imgmovie/mdi/mit110/1890/189053_P108_105429.jpg,"범죄,드라마","고발은 의무! 수사는 직진!
할말은 하고 깔 건 깐다!","일명 서울지검 ‘막프로’! 검찰 내에서 거침없이 막 나가는 문제적 검사로  이름을 날리는 ‘양민혁’은 자신이 조사를 담당한 피의자가 자살하는 사건으로 인해  하루 아침에 벼랑 끝에 내몰린다. 억울한 누명을 벗기 위해 내막을 파헤치던 그는  피의자가 대한은행 헐값 매각사건의 중요 증인이었음을 알게 된다.   근거는 의문의 팩스 5장! 자산가치 70조 은행이 1조 7천억원에 넘어간  희대의 사건 앞에서 ‘양민혁’ 검사는 금융감독원, 대형 로펌, 해외펀드 회사가 뒤얽힌  거대한 금융 비리의 실체와 마주하게 되는데…   대한민국 최대의 금융스캔들, 사건은 아직 끝나지 않았다!"
20191028~20191103,82년생 김지영,1,20191029,2019-10-23,2498960,https://ssl.pstatic.net/imgmovie/mdi/mit110/1794/179482_P26_155441.jpg,드라마,,"1982년 봄에 태어나 누군가의 딸이자 아내, 동료이자 엄마로 2019년 오늘을 살아가는 ‘지영’(정유미). 때론 어딘가 갇힌 듯 답답하기도 하지만 남편 ‘대현’(공유)과 사랑스러운 딸, 그리고 자주 만나지 못해도 항상 든든한 가족들이 ‘지영’에겐 큰 힘이다.  하지만 언젠가부터 마치 다른 사람이 된 것처럼 말하는 ‘지영’. ‘대현’은 아내가 상처 입을까 두려워 그 사실을 털어놓지 못하고 ‘지영’은 이런 ‘대현’에게 언제나 “괜찮다”라며 웃어 보이기만 하는데…  모두가 알지만 아무도 몰랐던 당신과 나의 이야기"
20191028~20191103,터미네이터: 다크 페이트,2,20192083,2019-10-30,1366824,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167605_P40_140111.jpg,"액션,어드벤처,SF","심판의 날 그 후, 모든 것이 다시 시작된다!","심판의 날 그 후, 뒤바뀐 미래  새로운 인류의 희망 ‘대니’(나탈리아 레이즈)를 지키기 위해 슈퍼 솔져 ‘그레이스’(맥켄지 데이비스)가 미래에서 찾아오고, ‘대니’를 제거하기 위한 터미네이터 ‘Rev-9’(가브리엘 루나)의 추격이 시작된다.   최첨단 기술력으로 무장한 최강의 적 터미네이터 ‘Rev-9’의 무차별적인 공격에 쫓기기 시작하던 ‘그레이스’와 ‘대니’ 앞에 터미네이터 헌터 ‘사라 코너’(린다 해밀턴)가 나타나 도움을 준다.   인류의 수호자이자 기계로 강화된 슈퍼 솔져 ‘그레이스’와 ‘사라 코너’는 ‘대니’를 지키기 위해  새로운 조력자를 찾아 나서고, 터미네이터 ‘Rev-9’은 그들의 뒤를 끈질기게 추격하는데...  더 이상 정해진 미래는 없다  지키려는 자 VS 제거하려는 자, 새로운 운명이 격돌한다!"
20191028~20191103,날씨의 아이,3,20190280,2019-10-30,337152,https://ssl.pstatic.net/imgmovie/mdi/mit110/1811/181114_P00_152033.jpg,"애니메이션,판타지,멜로/로맨스","“이제 비는 그치고, 우리의 세상이 빛나기 시작할 거야”","비가 그치지 않던 어느 여름날,
 가출 소년 ‘호다카’는 수상한 잡지사에 취직하게 되고
 비밀스러운 소녀 ‘히나’를 우연히 만난다.
 
 “지금부터 하늘이 맑아질 거야”
 
 그녀의 기도에 거짓말 같이 빗줄기는 멈추고,
 사람들의 얼굴에 환한 빛이 내려온다.
 
 “신기해, 날씨 하나에 사람들의 감정이 이렇게나 움직이다니”
 
 하지만, 맑음 뒤 흐림이 찾아오듯
 두 사람은 엄청난 세계의 비밀을 마주하게 되는데…
 
 흐리기만 했던 세상이 빛나기 시작했고, 그 끝에는 네가 있었다."
20191028~20191103,말레피센트 2,4,20191589,2019-10-17,1364888,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167635_P27_100146.jpg,"어드벤처,가족,판타지","동화는 끝났다!
두 세계의 운명을 건 가장 사악한 전쟁이 시작된다!","강력한 어둠의 지배자이자 무어스 숲의 수호자 ‘말레피센트’는 딸처럼 돌봐온 ‘오로라’와 ‘필립 왕자’의 결혼 약속으로 인간 세계의 ‘잉그리스 왕비’와 대립하게 된다.
 이에 요정과 인간의 오랜 연합이 깨지고 숨겨진 요정 종족 다크페이의 리더 ‘코널’까지 등장하면서 두 세계는 피할 수 없는 거대한 전쟁에 휘말리게 되는데….."
20191028~20191103,조커,5,20199950,2019-10-02,5164444,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167613_P09_182225.jpg,"액션,드라마,스릴러","“내 인생이 비극인줄 알았는데, 코미디였어”","고담시의 광대 아서 플렉은 코미디언을 꿈꾸는 남자.
 하지만 모두가 미쳐가는 코미디 같은 세상에서
 맨 정신으로는 그가 설 자리가 없음을 깨닫게 되는데…
 이제껏 본 적 없는 진짜 ‘조커’를 만나라!"
20191028~20191103,가장 보통의 연애,6,20195920,2019-10-02,2885661,https://ssl.pstatic.net/imgmovie/mdi/mit110/1822/182205_P35_110342.jpg,"멜로/로맨스,코미디",,"전 여친에 상처받은 ‘재훈’(김래원).  여느 때처럼 숙취로 시작한 아침,  모르는 번호의 누군가와 밤새 2시간이나 통화한 기록을 발견하게 되고   그 상대가 바로! 통성명한 지 24시간도 채 되지 않은 직장 동료 ‘선영’임을 알게 된다.   남친과 뒤끝 있는 이별 중인 ‘선영’(공효진).  새로운 회사로 출근한 첫날, 할 말 못 할 말 쏟아내며 남친과 헤어지던 현장에서 하필이면! 같은 직장의 ‘재훈’을 마주친다.  만난 지 하루 만에 일보다 서로의 연애사를 더 잘 알게 된 두 사람.  하지만 미묘한 긴장과 어색함도 잠시  ‘한심하다’, ‘어이없다’ 부딪히면서도 마음이 쓰이는 건 왜 그럴까?"
20191028~20191103,빅 위시,7,20192589,2019-10-30,28884,https://ssl.pstatic.net/imgmovie/mdi/mit110/1863/186367_P12_154028.jpg,"판타지,애니메이션,어드벤처","그리운 가족을 찾아 떠나는
내 생에 가장 환상적인 모험이 시작된다!","일년에 딱 한번,
 산 사람들이 그리운 사람을 만날 수 있는 ‘죽은자의 날’
 부모님을 찾고 싶은 ‘코코’도 제단을 만들지만
 왜인지 할머니는 ‘코코’가 부모님을 찾지 못하게 한다. 
 할머니를 이해할 수 없는 ‘코코’는 부모님을 찾기 위해
 금지 된 ‘비밀의 성’으로 모험을 떠나고,
 그 곳에서 부모님의 비밀을 알고 있는 사악한 교수 ‘몰레트’를 만나는데…
 놀랍고 신비로운 모험이 기다리고 있는 죽은자들의 세상!
 과연 ‘코코’는 그리운 부모님을 만날 수 있을까?"
20191028~20191103,람보 : 라스트 워,8,20196136,2019-10-23,92238,https://ssl.pstatic.net/imgmovie/mdi/mit110/1292/129282_P25_145511.jpg,액션,,"36년간 수많은 전쟁터의 중심에서 치열하게 싸운 '존 람보'
 지옥 같은 전쟁 트라우마에서 벗어나
 평화로운 시간을 보내는 것도 잠시,
 딸처럼 여겼던 옆집 소녀가 멕시코 카르텔에게 납치된다.
 
 뼛속 깊이 각인되어 있던 그의 본능이 다시 깨어난다!
 
 ‘람보’는 자신의 전투 본능과 살인 무기를 총동원해
 자비 없이 적들을 처단하기 시작하는데...
 
 살아있는 액션 마스터 '람보'의 귀환
 그의 마지막 전쟁이 시작된다!"
20191028~20191103,블랙머니,9,20195002,2019-11-13,13986,https://ssl.pstatic.net/imgmovie/mdi/mit110/1890/189053_P108_105429.jpg,"범죄,드라마","고발은 의무! 수사는 직진!
할말은 하고 깔 건 깐다!","일명 서울지검 ‘막프로’! 검찰 내에서 거침없이 막 나가는 문제적 검사로  이름을 날리는 ‘양민혁’은 자신이 조사를 담당한 피의자가 자살하는 사건으로 인해  하루 아침에 벼랑 끝에 내몰린다. 억울한 누명을 벗기 위해 내막을 파헤치던 그는  피의자가 대한은행 헐값 매각사건의 중요 증인이었음을 알게 된다.   근거는 의문의 팩스 5장! 자산가치 70조 은행이 1조 7천억원에 넘어간  희대의 사건 앞에서 ‘양민혁’ 검사는 금융감독원, 대형 로펌, 해외펀드 회사가 뒤얽힌  거대한 금융 비리의 실체와 마주하게 되는데…   대한민국 최대의 금융스캔들, 사건은 아직 끝나지 않았다!"
20191028~20191103,빅 2: 황금열쇠 대소동,10,20198184,2019-10-30,11152,,"애니메이션,가족,코미디,어드벤처",,
20191021~20191027,82년생 김지영,1,20191029,2019-10-23,1119908,https://ssl.pstatic.net/imgmovie/mdi/mit110/1794/179482_P26_155441.jpg,드라마,,"1982년 봄에 태어나 누군가의 딸이자 아내, 동료이자 엄마로 2019년 오늘을 살아가는 ‘지영’(정유미). 때론 어딘가 갇힌 듯 답답하기도 하지만 남편 ‘대현’(공유)과 사랑스러운 딸, 그리고 자주 만나지 못해도 항상 든든한 가족들이 ‘지영’에겐 큰 힘이다.  하지만 언젠가부터 마치 다른 사람이 된 것처럼 말하는 ‘지영’. ‘대현’은 아내가 상처 입을까 두려워 그 사실을 털어놓지 못하고 ‘지영’은 이런 ‘대현’에게 언제나 “괜찮다”라며 웃어 보이기만 하는데…  모두가 알지만 아무도 몰랐던 당신과 나의 이야기"
20191021~20191027,말레피센트 2,2,20191589,2019-10-17,1125565,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167635_P27_100146.jpg,"어드벤처,가족,판타지","동화는 끝났다!
두 세계의 운명을 건 가장 사악한 전쟁이 시작된다!","강력한 어둠의 지배자이자 무어스 숲의 수호자 ‘말레피센트’는 딸처럼 돌봐온 ‘오로라’와 ‘필립 왕자’의 결혼 약속으로 인간 세계의 ‘잉그리스 왕비’와 대립하게 된다.
 이에 요정과 인간의 오랜 연합이 깨지고 숨겨진 요정 종족 다크페이의 리더 ‘코널’까지 등장하면서 두 세계는 피할 수 없는 거대한 전쟁에 휘말리게 되는데….."
20191021~20191027,조커,3,20199950,2019-10-02,4960154,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167613_P09_182225.jpg,"액션,드라마,스릴러","“내 인생이 비극인줄 알았는데, 코미디였어”","고담시의 광대 아서 플렉은 코미디언을 꿈꾸는 남자.
 하지만 모두가 미쳐가는 코미디 같은 세상에서
 맨 정신으로는 그가 설 자리가 없음을 깨닫게 되는데…
 이제껏 본 적 없는 진짜 ‘조커’를 만나라!"
20191021~20191027,가장 보통의 연애,4,20195920,2019-10-02,2793362,https://ssl.pstatic.net/imgmovie/mdi/mit110/1822/182205_P35_110342.jpg,"멜로/로맨스,코미디",,"전 여친에 상처받은 ‘재훈’(김래원).  여느 때처럼 숙취로 시작한 아침,  모르는 번호의 누군가와 밤새 2시간이나 통화한 기록을 발견하게 되고   그 상대가 바로! 통성명한 지 24시간도 채 되지 않은 직장 동료 ‘선영’임을 알게 된다.   남친과 뒤끝 있는 이별 중인 ‘선영’(공효진).  새로운 회사로 출근한 첫날, 할 말 못 할 말 쏟아내며 남친과 헤어지던 현장에서 하필이면! 같은 직장의 ‘재훈’을 마주친다.  만난 지 하루 만에 일보다 서로의 연애사를 더 잘 알게 된 두 사람.  하지만 미묘한 긴장과 어색함도 잠시  ‘한심하다’, ‘어이없다’ 부딪히면서도 마음이 쓰이는 건 왜 그럴까?"
20191021~20191027,람보 : 라스트 워,5,20196136,2019-10-23,72265,https://ssl.pstatic.net/imgmovie/mdi/mit110/1292/129282_P25_145511.jpg,액션,,"36년간 수많은 전쟁터의 중심에서 치열하게 싸운 '존 람보'
 지옥 같은 전쟁 트라우마에서 벗어나
 평화로운 시간을 보내는 것도 잠시,
 딸처럼 여겼던 옆집 소녀가 멕시코 카르텔에게 납치된다.
 
 뼛속 깊이 각인되어 있던 그의 본능이 다시 깨어난다!
 
 ‘람보’는 자신의 전투 본능과 살인 무기를 총동원해
 자비 없이 적들을 처단하기 시작하는데...
 
 살아있는 액션 마스터 '람보'의 귀환
 그의 마지막 전쟁이 시작된다!"
20191021~20191027,퍼펙트맨,6,20184483,2019-10-02,1224921,,"코미디,드라마",,
20191021~20191027,두번할까요,7,20185361,2019-10-17,169448,,"코미디,멜로/로맨스",,
20191021~20191027,빅트립: 아기팬더 배달 대모험,8,20197054,2019-10-23,32728,https://ssl.pstatic.net/imgmovie/mdi/mit110/1891/189140_P16_134312.jpg,애니메이션,"이 세상 귀여움이 아니다!
판타스틱 야생 월드를 발칵 뒤집어 놓은 아기 팬더의 배송사고 발생!","혼자 조용히 지내는 게 가장 편한 까칠한 집돌이 곰 '믹믹' 앞에 어느 날, 엄마에게 배달되어야 할 귀염뽀짝 아기 팬더가 잘못 배송된다.
 사고를 해결하기 위해 호기심지수 200% 천방지축 트러블 메이커 '오스카'(토끼), 부리에 엔진을 장착한 투머치토커 '듀크'(펠리칸), 겁 많은 두 얼굴의 쫄보 '야누스'(늑대), 꽃을 사랑하는 외로운 감성시인 '아무르'(호랑이)까지 합류하면서 야생 월드 역사상 가장 확실한 서비스의 애니멀 특송단이 완성되고, 아기 팬더의 엄마를 찾아주기 위한 이들의 거대한 모험이 시작되는데…
 
 아기 팬더의 엄마를 찾기 위해 배달의 동물들이 떴다!"
20191021~20191027,더 킹: 헨리 5세,9,20198961,2019-10-23,10727,https://ssl.pstatic.net/imgmovie/mdi/mit110/1875/187526_P14_105850.jpg,드라마,,자유롭게 살아가던 왕자 할이 왕좌에 올라 전쟁으로 혼란에 빠진 영국의 운명을 짊어지며 위대한 왕으로 변모해가는 과정을 그린 영화
20191021~20191027,터미네이터2 3D,10,19910247,1991-07-06,11743,,"액션,SF,스릴러",,
